City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
425,isangel,-19.55,169.2667,29.17,73,65,2.8,VU,2023-01-23 22:29:56
426,minab,27.1467,57.0801,13.94,28,26,5.56,IR,2023-01-23 22:29:58
427,gladstone,-23.85,151.25,26.96,65,40,2.57,AU,2023-01-23 22:26:15
428,shahrud,36.4182,54.9763,-3.1,59,0,2.68,IR,2023-01-23 22:30:00
429,kambove,-10.8764,26.5969,16.04,96,100,1.43,CD,2023-01-23 22:30:02
430,itaituba,-4.2761,-55.9836,24.23,93,74,0.39,BR,2023-01-23 22:30:05
431,wewak,-3.5534,143.6268,26.16,84,100,1.67,PG,2023-01-23 22:30:07
432,myaundzha,63.0494,147.1858,-38.14,100,90,1.27,RU,2023-01-23 22:30:08
433,soure,-0.7167,-48.5233,25.1,85,100,5.09,BR,2023-01-23 22:30:10
434,monrovia,6.3005,-10.7969,25.9,86,69,3.29,LR,2023-01-23 22:30:10
435,masyaf,35.0653,36.3406,8.03,81,0,2.19,SY,2023-01-23 22:30:15
436,alpine,32.835,-116.7664,15.55,26,0,0.89,US,2023-01-23 22:30:17
437,ballina,-28.8667,153.5667,25.56,84,11,2.25,AU,2023-01-23 22:30:18
438,werda,-25.2667,23.2833,26.06,31,34,6.36,BW,2023-01-23 22:30:20
439,mandurah,-32.55,115.7,21.66,57,0,6.08,AU,2023-01-23 22:30:21
440,nizwa,22.9333,57.5333,13.78,77,92,0.98,OM,2023-01-23 22:30:23
441,temir,49.1414,57.13,-14.85,90,38,3.61,KZ,2023-01-23 22:30:24
442,kaka,37.3482,59.6143,-5.3,75,17,2.1,TM,2023-01-23 22:30:26
443,comayagua,14.45,-87.6333,26.97,43,13,3.55,HN,2023-01-23 22:30:27
444,lumeje,-11.55,20.7833,18.26,86,100,2.74,AO,2023-01-23 22:30:30
445,nouadhibou,20.931,-17.0347,18.99,63,0,7.2,MR,2023-01-23 22:30:32
446,miandrivazo,-19.5167,45.4667,23.12,93,100,2.77,MG,2023-01-23 22:30:33
447,te anau,-45.4167,167.7167,14.92,56,16,1.02,NZ,2023-01-23 22:30:34
448,emba,48.8264,58.1442,-14.24,90,54,2.74,KZ,2023-01-23 22:30:36
449,saint-georges,12.0564,-61.7485,26.82,74,20,9.26,GD,2023-01-23 22:27:15
450,grinties,47.05,25.8667,0.04,97,40,1.13,RO,2023-01-23 22:30:39
451,kotido,2.9806,34.1331,23.18,40,92,3.4,UG,2023-01-23 22:30:40
452,clinton,42.587,-82.9199,1.18,78,75,6.69,US,2023-01-23 22:30:30
453,hami,42.8,93.45,-13.16,37,0,2.34,CN,2023-01-23 22:30:43
454,wum,6.3833,10.0667,21.64,25,24,1.18,CM,2023-01-23 22:30:44
455,oyama,36.3,139.8,5.33,58,100,1.03,JP,2023-01-23 22:30:46
456,sao francisco,-15.9486,-44.8644,21.64,95,88,1.68,BR,2023-01-23 22:30:22
457,mocuba,-16.8392,36.9856,22.31,96,100,2.73,MZ,2023-01-23 22:30:49
458,marystown,47.1666,-55.1483,2.11,96,100,11.04,CA,2023-01-23 22:30:50
459,okhotsk,59.3833,143.3,-30.69,83,50,5.58,RU,2023-01-23 22:30:51
460,matara,5.9485,80.5353,23.56,88,100,4.32,LK,2023-01-23 22:30:53
461,kieta,-6.2167,155.6333,28.43,73,95,1.74,PG,2023-01-23 22:30:54
462,nuuk,64.1835,-51.7216,-0.66,59,100,7.72,GL,2023-01-23 22:30:17
463,high level,58.5169,-117.136,-9.94,92,75,1.54,CA,2023-01-23 22:30:08
464,mehran,33.1222,46.1646,12.14,50,1,1.39,IR,2023-01-23 22:30:58
465,arraias,-12.9288,-46.9437,20.25,94,99,0.33,BR,2023-01-23 22:31:00
466,zheleznodorozhnyy,55.7503,38.0042,-2.71,97,39,1.82,RU,2023-01-23 22:30:57
467,baglung,28.2719,83.5898,9.84,26,26,3.15,NP,2023-01-23 22:31:03
468,nome,64.5011,-165.4064,-19.96,65,0,2.57,US,2023-01-23 22:31:04
469,penzance,50.1186,-5.5371,2.38,74,51,3.61,GB,2023-01-23 22:31:06
470,sisimiut,66.9395,-53.6735,-8.36,85,100,2.89,GL,2023-01-23 22:31:07
471,mareeba,-17.0,145.4333,26.36,82,14,1.63,AU,2023-01-23 22:31:05
472,nelson bay,-32.7167,152.15,23.33,93,64,1.79,AU,2023-01-23 22:31:10
473,chute-aux-outardes,49.1168,-68.399,-3.01,86,100,3.09,CA,2023-01-23 22:31:12
474,sungaipenuh,-2.0833,101.3833,17.68,97,100,0.65,ID,2023-01-23 22:31:13
475,saint-augustin,51.226,-58.6502,-8.57,93,77,1.88,CA,2023-01-23 22:31:16
476,horadiz,39.4488,47.3353,3.01,80,47,0.47,AZ,2023-01-23 22:31:17
477,cam ranh,11.9214,109.1591,24.98,83,40,5.14,VN,2023-01-23 22:31:19
478,grindavik,63.8424,-22.4338,1.26,86,100,7.2,IS,2023-01-23 22:31:20
479,rodeo,38.033,-122.2669,17.98,30,0,5.66,US,2023-01-23 22:31:22
480,sainte-maxime,43.3,6.6333,6.63,91,100,5.57,FR,2023-01-23 22:31:24
481,zambezi,-13.5432,23.1047,17.62,96,100,1.6,ZM,2023-01-23 22:31:25
482,sampit,-2.5333,112.95,23.04,98,100,0.96,ID,2023-01-23 22:31:28
483,harper,4.375,-7.7169,26.13,83,17,3.0,LR,2023-01-23 22:27:21
484,chicama,-7.8447,-79.1469,21.3,62,27,3.93,PE,2023-01-23 22:31:30
485,wuwei,37.9281,102.6414,-13.96,43,2,1.58,CN,2023-01-23 22:31:32
486,san pietro vernotico,40.4853,17.9997,5.8,87,0,1.03,IT,2023-01-23 22:31:33
487,laiya,13.675,121.3903,24.01,87,75,3.91,PH,2023-01-23 22:31:35
488,half moon bay,37.4636,-122.4286,16.03,29,0,4.63,US,2023-01-23 22:28:38
489,alenquer,-1.9417,-54.7383,23.98,92,87,1.67,BR,2023-01-23 22:31:37
490,escanaba,45.7453,-87.0646,-0.83,80,100,6.26,US,2023-01-23 22:31:39
491,kissidougou,9.1848,-10.0999,24.53,61,76,2.11,GN,2023-01-23 22:31:40
492,ribas do rio pardo,-20.4431,-53.7592,23.71,87,79,1.83,BR,2023-01-23 22:31:42
493,praia da vitoria,38.7333,-27.0667,15.14,82,75,9.4,PT,2023-01-23 22:31:43
494,rosarito,32.3333,-117.0333,18.13,29,0,4.47,MX,2023-01-23 22:31:46
495,howard springs,-12.497,131.047,25.95,98,100,4.08,AU,2023-01-23 22:31:47
496,ayr,55.4627,-4.6339,9.62,100,75,2.06,GB,2023-01-23 22:31:50
497,maniwaki,46.3834,-75.966,-2.79,80,90,2.06,CA,2023-01-23 22:31:52
498,tracy,37.7397,-121.4252,14.67,45,3,2.68,US,2023-01-23 22:26:59
499,bedele,8.456,36.353,14.56,49,37,1.54,ET,2023-01-23 22:31:55
500,otavi,-19.65,17.3333,18.76,85,100,5.94,NA,2023-01-23 22:31:57
501,zemio,5.0314,25.1361,21.56,48,71,1.86,CF,2023-01-23 22:31:59
502,ribeira brava,32.65,-17.0667,16.67,69,5,4.31,PT,2023-01-23 22:32:00
503,santa maria,-29.6842,-53.8069,33.61,29,20,1.54,BR,2023-01-23 22:30:10
504,zhigalovo,54.8097,105.1578,-31.41,92,100,1.18,RU,2023-01-23 22:32:03
505,buala,-8.145,159.5921,25.7,87,100,2.06,SB,2023-01-23 22:28:37
506,hovd,48.0056,91.6419,-22.97,82,100,0.33,MN,2023-01-23 22:32:07
507,severodvinsk,64.5635,39.8302,-10.94,85,22,4.78,RU,2023-01-23 22:31:48
508,megion,61.0296,76.1136,-14.99,96,99,3.14,RU,2023-01-23 22:32:12
509,buchanan,5.8808,-10.0467,26.03,84,99,3.01,LR,2023-01-23 22:32:17
510,taywarah,33.35,64.4167,-17.3,72,2,1.83,AF,2023-01-23 22:32:19
511,pangnirtung,66.1451,-65.7125,-28.0,76,20,2.06,CA,2023-01-23 22:32:20
512,porbandar,21.6422,69.6093,16.57,51,2,5.32,IN,2023-01-23 22:32:22
513,verkhnevilyuysk,63.4453,120.3167,-30.41,96,100,2.14,RU,2023-01-23 22:32:23
514,bowen,-20.0167,148.2333,26.23,74,28,4.27,AU,2023-01-23 22:32:25
515,banjar,-8.19,114.9675,25.38,88,69,1.27,ID,2023-01-23 22:31:34
516,bandarbeyla,9.4942,50.8122,23.71,68,100,7.79,SO,2023-01-23 22:32:28
517,bambanglipuro,-7.95,110.2833,24.08,89,96,1.85,ID,2023-01-23 22:32:29
518,piacabucu,-10.4056,-36.4344,26.3,81,3,4.93,BR,2023-01-23 22:32:31
519,san pedro,14.35,121.0167,25.57,82,40,1.54,PH,2023-01-23 22:32:32
520,mecca,21.4267,39.8261,22.5,73,6,1.63,SA,2023-01-23 22:32:33
521,pierre,44.3683,-100.351,2.51,64,0,4.63,US,2023-01-23 22:32:35
522,svetlaya,46.5389,138.3297,-23.99,89,100,5.47,RU,2023-01-23 22:32:36
523,niwari,28.8833,77.5333,13.83,69,57,2.26,IN,2023-01-23 22:32:38
524,arak,34.0917,49.6892,-2.75,80,55,1.03,IR,2023-01-23 22:32:39
525,merritt island,28.5392,-80.672,19.05,57,20,5.14,US,2023-01-23 22:29:42
526,shuangcheng,45.35,126.2833,-31.18,94,11,2.06,CN,2023-01-23 22:32:42
527,saint-jean-port-joli,47.2171,-70.2658,-2.11,98,92,2.35,CA,2023-01-23 22:32:44
528,borova,50.1763,30.1043,0.14,81,45,2.32,UA,2023-01-23 22:32:45
529,ichhawar,23.0167,77.0167,16.43,55,72,0.82,IN,2023-01-23 22:32:46
530,rio de janeiro,-22.9028,-43.2075,25.98,85,100,5.66,BR,2023-01-23 22:31:42
531,chuchkovo,54.2693,41.4465,-8.64,88,71,2.93,RU,2023-01-23 22:32:49
532,miraflores,19.2167,-98.8083,22.79,41,1,3.28,MX,2023-01-23 22:32:50
533,praia,14.9215,-23.5087,21.3,68,20,5.66,CV,2023-01-23 22:32:52
534,mazyr,52.0495,29.2456,-0.9,79,12,2.23,BY,2023-01-23 22:32:53
535,constitucion,-35.3333,-72.4167,17.98,81,15,4.52,CL,2023-01-23 22:32:56
536,lysva,58.1086,57.8053,-15.82,99,100,1.35,RU,2023-01-23 22:32:57
537,banda aceh,5.5577,95.3222,24.39,83,85,4.12,ID,2023-01-23 22:32:59
538,acarau,-2.8856,-40.12,25.85,81,88,4.49,BR,2023-01-23 22:31:17
539,kavaratti,10.5669,72.642,26.24,75,34,5.89,IN,2023-01-23 22:33:02
540,sangueya,10.7,-14.3667,21.15,87,29,0.68,GN,2023-01-23 22:33:03
541,mikuni,36.2171,136.1519,2.95,82,100,8.39,JP,2023-01-23 22:33:05
542,yumen,40.2833,97.2,-17.83,51,3,0.28,CN,2023-01-23 22:33:06
543,eldorado,-23.7869,-54.2836,24.43,71,66,2.44,BR,2023-01-23 22:33:08
544,yablonovo,50.8523,37.3574,-4.0,74,24,3.49,RU,2023-01-23 22:33:09
545,shenzhen,22.5455,114.0683,15.15,62,100,8.92,CN,2023-01-23 22:30:33
546,verkhnetulomskiy,68.6073,31.7962,0.07,90,100,4.7,RU,2023-01-23 22:33:12
